Index|Query
Q567|SELECT * WHERE { ?x <http://dbpedia.org/property/pages> ?y .} LIMIT 100000
Q568|SELECT * WHERE { ?x <http://dbpedia.org/property/otherName> ?y .} LIMIT 100000
Q569|SELECT * WHERE { ?x <http://dbpedia.org/property/chairman> ?y .} LIMIT 100000
Q570|SELECT * WHERE { ?x <http://dbpedia.org/property/album> ?y .} LIMIT 100000
Q571|SELECT * WHERE { ?x <http://dbpedia.org/ontology/productionCompany> ?y .} LIMIT 100000
Q572|SELECT * WHERE { ?x <http://dbpedia.org/property/attend> ?y .} LIMIT 100000
Q573|SELECT * WHERE { ?x <http://dbpedia.org/property/previousYear> ?y .} LIMIT 100000
Q574|SELECT * WHERE { ?x <http://dbpedia.org/property/firstAired> ?y .} LIMIT 100000
Q575|SELECT * WHERE { ?x <http://dbpedia.org/property/leagueTopscorer> ?y .} LIMIT 100000
Q576|SELECT * WHERE { ?x <http://dbpedia.org/property/careerStart> ?y .} LIMIT 100000
Q577|SELECT * WHERE { ?x <http://dbpedia.org/ontology/serviceEndYear> ?y .} LIMIT 100000
Q578|SELECT * WHERE { ?x <http://dbpedia.org/property/primeminister> ?y .} LIMIT 100000
Q579|SELECT * WHERE { ?x <http://dbpedia.org/property/nominee> ?y .} LIMIT 100000
Q580|SELECT * WHERE { ?x <http://dbpedia.org/property/quote> ?y .} LIMIT 100000
Q581|SELECT * WHERE { ?x <http://dbpedia.org/property/affiliations> ?y .} LIMIT 100000
Q582|SELECT * WHERE { ?x <http://dbpedia.org/property/f> ?y .} LIMIT 100000
Q583|SELECT * WHERE { ?x <http://dbpedia.org/property/locationCity> ?y .} LIMIT 100000
Q584|SELECT * WHERE { ?x <http://dbpedia.org/ontology/sisterStation> ?y .} LIMIT 100000
Q585|SELECT * WHERE { ?x <http://dbpedia.org/property/seat> ?y .} LIMIT 100000
Q586|SELECT * WHERE { ?x <http://dbpedia.org/ontology/officialSchoolColour> ?y .} LIMIT 100000
Q587|SELECT * WHERE { ?x <http://dbpedia.org/property/honorificSuffix> ?y .} LIMIT 100000
Q588|SELECT * WHERE { ?x <http://dbpedia.org/ontology/numberOfStudents> ?y .} LIMIT 100000
Q589|SELECT * WHERE { ?x <http://dbpedia.org/property/opponent> ?y .} LIMIT 100000
Q590|SELECT * WHERE { ?x <http://dbpedia.org/property/votes%25_> ?y .} LIMIT 100000
Q591|SELECT * WHERE { ?x <http://dbpedia.org/ontology/builder> ?y .} LIMIT 100000
Q592|SELECT * WHERE { ?x <http://dbpedia.org/ontology/place> ?y .} LIMIT 100000
Q593|SELECT * WHERE { ?x <http://dbpedia.org/property/a> ?y .} LIMIT 100000
Q594|SELECT * WHERE { ?x <http://dbpedia.org/property/creator> ?y .} LIMIT 100000
Q595|SELECT * WHERE { ?x <http://dbpedia.org/property/borough> ?y .} LIMIT 100000
Q596|SELECT * WHERE { ?x <http://dbpedia.org/ontology/manager> ?y .} LIMIT 100000
Q597|SELECT * WHERE { ?x <http://dbpedia.org/property/exit> ?y .} LIMIT 100000
Q598|SELECT * WHERE { ?x <http://dbpedia.org/property/counties> ?y .} LIMIT 100000
Q599|SELECT * WHERE { ?x <http://dbpedia.org/ontology/draftYear> ?y .} LIMIT 100000
Q600|SELECT * WHERE { ?x <http://dbpedia.org/property/column> ?y .} LIMIT 100000
Q601|SELECT * WHERE { ?x <http://dbpedia.org/ontology/background> ?y .} LIMIT 100000
Q602|SELECT * WHERE { ?x <http://dbpedia.org/property/governmentType> ?y .} LIMIT 100000
Q603|SELECT * WHERE { ?x <http://dbpedia.org/ontology/Infrastructure/length> ?y .} LIMIT 100000
Q604|SELECT * WHERE { ?x <http://dbpedia.org/property/electionDate> ?y .} LIMIT 100000
Q605|SELECT * WHERE { ?x <http://dbpedia.org/property/pop> ?y .} LIMIT 100000
Q606|SELECT * WHERE { ?x <http://dbpedia.org/property/aux> ?y .} LIMIT 100000
Q607|SELECT * WHERE { ?x <http://dbpedia.org/property/airdate> ?y .} LIMIT 100000
Q608|SELECT * WHERE { ?x <http://dbpedia.org/ontology/instrument> ?y .} LIMIT 100000
Q609|SELECT * WHERE { ?x <http://dbpedia.org/property/batAvg> ?y .} LIMIT 100000
Q610|SELECT * WHERE { ?x <http://dbpedia.org/property/weightLb> ?y .} LIMIT 100000
Q611|SELECT * WHERE { ?x <http://dbpedia.org/property/m> ?y .} LIMIT 100000
Q612|SELECT * WHERE { ?x <http://dbpedia.org/property/typeSpecies> ?y .} LIMIT 100000
Q613|SELECT * WHERE { ?x <http://dbpedia.org/property/competition> ?y .} LIMIT 100000
Q614|SELECT * WHERE { ?x <http://dbpedia.org/property/l> ?y .} LIMIT 100000
Q615|SELECT * WHERE { ?x <http://dbpedia.org/property/electionName> ?y .} LIMIT 100000
Q616|SELECT * WHERE { ?x <http://dbpedia.org/ontology/startDate> ?y .} LIMIT 100000
Q617|SELECT * WHERE { ?x <http://dbpedia.org/property/nextElection> ?y .} LIMIT 100000
Q618|SELECT * WHERE { ?x <http://dbpedia.org/property/award> ?y .} LIMIT 100000
Q619|SELECT * WHERE { ?x <http://dbpedia.org/property/value> ?y .} LIMIT 100000
Q620|SELECT * WHERE { ?x <http://dbpedia.org/property/editor> ?y .} LIMIT 100000
Q621|SELECT * WHERE { ?x <http://dbpedia.org/property/highlights> ?y .} LIMIT 100000
Q622|SELECT * WHERE { ?x <http://dbpedia.org/ontology/religion> ?y .} LIMIT 100000
Q623|SELECT * WHERE { ?x <http://dbpedia.org/property/lastElection> ?y .} LIMIT 100000
Q624|SELECT * WHERE { ?x <http://dbpedia.org/property/topScore> ?y .} LIMIT 100000
Q625|SELECT * WHERE { ?x <http://dbpedia.org/property/float> ?y .} LIMIT 100000
Q626|SELECT * WHERE { ?x <http://dbpedia.org/property/km> ?y .} LIMIT 100000
Q627|SELECT * WHERE { ?x <http://dbpedia.org/ontology/year> ?y .} LIMIT 100000
Q628|SELECT * WHERE { ?x <http://dbpedia.org/property/catches/stumpings> ?y .} LIMIT 100000
Q629|SELECT * WHERE { ?x <http://dbpedia.org/property/composer> ?y .} LIMIT 100000
Q630|SELECT * WHERE { ?x <http://dbpedia.org/property/con> ?y .} LIMIT 100000
Q631|SELECT * WHERE { ?x <http://dbpedia.org/property/subject> ?y .} LIMIT 100000
Q632|SELECT * WHERE { ?x <http://dbpedia.org/property/appearances> ?y .} LIMIT 100000
Q633|SELECT * WHERE { ?x <http://dbpedia.org/property/alias> ?y .} LIMIT 100000
Q634|SELECT * WHERE { ?x <http://dbpedia.org/property/subordo> ?y .} LIMIT 100000
Q635|SELECT * WHERE { ?x <http://dbpedia.org/property/genusAuthority> ?y .} LIMIT 100000
Q636|SELECT * WHERE { ?x <http://dbpedia.org/property/numEpisodes> ?y .} LIMIT 100000
Q637|SELECT * WHERE { ?x <http://dbpedia.org/property/previousElection> ?y .} LIMIT 100000
Q638|SELECT * WHERE { ?x <http://dbpedia.org/ontology/editing> ?y .} LIMIT 100000
Q639|SELECT * WHERE { ?x <http://dbpedia.org/property/colors> ?y .} LIMIT 100000
Q640|SELECT * WHERE { ?x <http://dbpedia.org/ontology/album> ?y .} LIMIT 100000
Q641|SELECT * WHERE { ?x <http://dbpedia.org/property/unit> ?y .} LIMIT 100000
Q642|SELECT * WHERE { ?x <http://dbpedia.org/property/isbn> ?y .} LIMIT 100000
Q643|SELECT * WHERE { ?x <http://dbpedia.org/property/hcYear> ?y .} LIMIT 100000
Q644|SELECT * WHERE { ?x <http://dbpedia.org/ontology/developer> ?y .} LIMIT 100000
Q645|SELECT * WHERE { ?x <http://dbpedia.org/property/photoCaption> ?y .} LIMIT 100000
Q646|SELECT * WHERE { ?x <http://dbpedia.org/property/locale> ?y .} LIMIT 100000
Q647|SELECT * WHERE { ?x <http://dbpedia.org/property/volumenumber> ?y .} LIMIT 100000
Q648|SELECT * WHERE { ?x <http://dbpedia.org/ontology/literaryGenre> ?y .} LIMIT 100000
Q649|SELECT * WHERE { ?x <http://dbpedia.org/property/mediaType> ?y .} LIMIT 100000
Q650|SELECT * WHERE { ?x <http://dbpedia.org/property/religion> ?y .} LIMIT 100000
Q651|SELECT * WHERE { ?x <http://dbpedia.org/property/restingPlace> ?y .} LIMIT 100000
Q652|SELECT * WHERE { ?x <http://dbpedia.org/property/yearsactive> ?y .} LIMIT 100000
Q653|SELECT * WHERE { ?x <http://dbpedia.org/property/motm> ?y .} LIMIT 100000
Q654|SELECT * WHERE { ?x <http://dbpedia.org/ontology/operator> ?y .} LIMIT 100000
Q655|SELECT * WHERE { ?x <http://dbpedia.org/ontology/numberOfEpisodes> ?y .} LIMIT 100000
Q656|SELECT * WHERE { ?x <http://dbpedia.org/property/province> ?y .} LIMIT 100000
Q657|SELECT * WHERE { ?x <http://dbpedia.org/property/beforeElection> ?y .} LIMIT 100000
Q658|SELECT * WHERE { ?x <http://dbpedia.org/property/proyears> ?y .} LIMIT 100000
Q659|SELECT * WHERE { ?x <http://dbpedia.org/property/registrationPlate> ?y .} LIMIT 100000
Q660|SELECT * WHERE { ?x <http://dbpedia.org/ontology/allegiance> ?y .} LIMIT 100000
Q661|SELECT * WHERE { ?x <http://dbpedia.org/property/footnotes> ?y .} LIMIT 100000
Q662|SELECT * WHERE { ?x <http://dbpedia.org/property/tracks> ?y .} LIMIT 100000
Q663|SELECT * WHERE { ?x <http://dbpedia.org/property/modes> ?y .} LIMIT 100000
Q664|SELECT * WHERE { ?x <http://dbpedia.org/ontology/MeanOfTransportation/length> ?y .} LIMIT 100000
Q665|SELECT * WHERE { ?x <http://dbpedia.org/ontology/runwayLength> ?y .} LIMIT 100000
Q666|SELECT * WHERE { ?x <http://dbpedia.org/ontology/languageFamily> ?y .} LIMIT 100000
Q667|SELECT * WHERE { ?x <http://dbpedia.org/property/afterElection> ?y .} LIMIT 100000
Q668|SELECT * WHERE { ?x <http://dbpedia.org/property/fullName> ?y .} LIMIT 100000
Q669|SELECT * WHERE { ?x <http://dbpedia.org/property/accessDate> ?y .} LIMIT 100000
Q670|SELECT * WHERE { ?x <http://dbpedia.org/property/ideology> ?y .} LIMIT 100000
Q671|SELECT * WHERE { ?x <http://dbpedia.org/property/mother> ?y .} LIMIT 100000
Q672|SELECT * WHERE { ?x <http://dbpedia.org/property/dir> ?y .} LIMIT 100000
Q673|SELECT * WHERE { ?x <http://dbpedia.org/property/intercommunality> ?y .} LIMIT 100000
Q674|SELECT * WHERE { ?x <http://dbpedia.org/ontology/regionServed> ?y .} LIMIT 100000
Q675|SELECT * WHERE { ?x <http://dbpedia.org/ontology/numberOfEmployees> ?y .} LIMIT 100000
Q676|SELECT * WHERE { ?x <http://dbpedia.org/property/size> ?y .} LIMIT 100000
Q677|SELECT * WHERE { ?x <http://dbpedia.org/ontology/numberOfPages> ?y .} LIMIT 100000
Q678|SELECT * WHERE { ?x <http://dbpedia.org/property/blankNameSec> ?y .} LIMIT 100000
Q679|SELECT * WHERE { ?x <http://dbpedia.org/property/lastAired> ?y .} LIMIT 100000
Q680|SELECT * WHERE { ?x <http://dbpedia.org/property/north> ?y .} LIMIT 100000
Q681|SELECT * WHERE { ?x <http://dbpedia.org/property/scoring> ?y .} LIMIT 100000
Q682|SELECT * WHERE { ?x <http://dbpedia.org/property/platform> ?y .} LIMIT 100000
Q683|SELECT * WHERE { ?x <http://dbpedia.org/property/south> ?y .} LIMIT 100000
Q684|SELECT * WHERE { ?x <http://dbpedia.org/property/numEmployees> ?y .} LIMIT 100000
Q685|SELECT * WHERE { ?x <http://dbpedia.org/property/y> ?y .} LIMIT 100000
Q686|SELECT * WHERE { ?x <http://dbpedia.org/property/partof> ?y .} LIMIT 100000
Q687|SELECT * WHERE { ?x <http://dbpedia.org/property/east> ?y .} LIMIT 100000
Q688|SELECT * WHERE { ?x <http://dbpedia.org/property/west> ?y .} LIMIT 100000
Q689|SELECT * WHERE { ?x <http://dbpedia.org/property/ongoing> ?y .} LIMIT 100000
Q690|SELECT * WHERE { ?x <http://dbpedia.org/property/typeSpeciesAuthority> ?y .} LIMIT 100000
Q691|SELECT * WHERE { ?x <http://dbpedia.org/property/relegated> ?y .} LIMIT 100000
Q692|SELECT * WHERE { ?x <http://dbpedia.org/property/deliveries> ?y .} LIMIT 100000
Q693|SELECT * WHERE { ?x <http://dbpedia.org/property/elevation> ?y .} LIMIT 100000
Q694|SELECT * WHERE { ?x <http://dbpedia.org/ontology/format> ?y .} LIMIT 100000
Q695|SELECT * WHERE { ?x <http://dbpedia.org/ontology/isbn> ?y .} LIMIT 100000
Q696|SELECT * WHERE { ?x <http://dbpedia.org/ontology/architect> ?y .} LIMIT 100000
Q697|SELECT * WHERE { ?x <http://dbpedia.org/property/citizenship> ?y .} LIMIT 100000
Q698|SELECT * WHERE { ?x <http://dbpedia.org/property/winner> ?y .} LIMIT 100000
Q699|SELECT * WHERE { ?x <http://dbpedia.org/property/postcodeDistrict> ?y .} LIMIT 100000
Q700|SELECT * WHERE { ?x <http://dbpedia.org/ontology/routeStart> ?y .} LIMIT 100000
Q701|SELECT * WHERE { ?x <http://dbpedia.org/property/postcodeArea> ?y .} LIMIT 100000
Q702|SELECT * WHERE { ?x <http://dbpedia.org/property/captain> ?y .} LIMIT 100000
Q703|SELECT * WHERE { ?x <http://dbpedia.org/property/with> ?y .} LIMIT 100000
Q704|SELECT * WHERE { ?x <http://dbpedia.org/property/winners> ?y .} LIMIT 100000
Q705|SELECT * WHERE { ?x <http://dbpedia.org/property/champion> ?y .} LIMIT 100000
Q706|SELECT * WHERE { ?x <http://dbpedia.org/property/tv> ?y .} LIMIT 100000
Q707|SELECT * WHERE { ?x <http://dbpedia.org/ontology/engine> ?y .} LIMIT 100000
Q708|SELECT * WHERE { ?x <http://dbpedia.org/property/host> ?y .} LIMIT 100000
Q709|SELECT * WHERE { ?x <http://dbpedia.org/property/postTown> ?y .} LIMIT 100000
Q710|SELECT * WHERE { ?x <http://dbpedia.org/property/bronze> ?y .} LIMIT 100000
Q711|SELECT * WHERE { ?x <http://dbpedia.org/property/w> ?y .} LIMIT 100000
Q712|SELECT * WHERE { ?x <http://dbpedia.org/property/populationBlank2Title> ?y .} LIMIT 100000
Q713|SELECT * WHERE { ?x <http://dbpedia.org/property/tenants> ?y .} LIMIT 100000
Q714|SELECT * WHERE { ?x <http://dbpedia.org/property/presenter> ?y .} LIMIT 100000
Q715|SELECT * WHERE { ?x <http://dbpedia.org/property/engine> ?y .} LIMIT 100000
Q716|SELECT * WHERE { ?x <http://dbpedia.org/property/singleLine> ?y .} LIMIT 100000
Q717|SELECT * WHERE { ?x <http://dbpedia.org/ontology/gridReference> ?y .} LIMIT 100000
Q718|SELECT * WHERE { ?x <http://dbpedia.org/property/ntupdate> ?y .} LIMIT 100000
Q719|SELECT * WHERE { ?x <http://dbpedia.org/property/bowlAvg> ?y .} LIMIT 100000
Q720|SELECT * WHERE { ?x <http://dbpedia.org/property/code> ?y .} LIMIT 100000
Q721|SELECT * WHERE { ?x <http://dbpedia.org/property/governingBody> ?y .} LIMIT 100000
Q722|SELECT * WHERE { ?x <http://dbpedia.org/property/grades> ?y .} LIMIT 100000
Q723|SELECT * WHERE { ?x <http://dbpedia.org/property/totalgoals> ?y .} LIMIT 100000
Q724|SELECT * WHERE { ?x <http://dbpedia.org/property/blankInfoSec> ?y .} LIMIT 100000
Q725|SELECT * WHERE { ?x <http://dbpedia.org/property/centre> ?y .} LIMIT 100000
Q726|SELECT * WHERE { ?x <http://dbpedia.org/ontology/routeEnd> ?y .} LIMIT 100000
Q727|SELECT * WHERE { ?x <http://dbpedia.org/property/updated> ?y .} LIMIT 100000
Q728|SELECT * WHERE { ?x <http://dbpedia.org/property/pa> ?y .} LIMIT 100000
Q729|SELECT * WHERE { ?x <http://dbpedia.org/property/totalcaps> ?y .} LIMIT 100000
Q730|SELECT * WHERE { ?x <http://dbpedia.org/property/clubname> ?y .} LIMIT 100000
Q731|SELECT * WHERE { ?x <http://dbpedia.org/property/subfamilia> ?y .} LIMIT 100000
Q732|SELECT * WHERE { ?x <http://dbpedia.org/property/pf> ?y .} LIMIT 100000
Q733|SELECT * WHERE { ?x <http://dbpedia.org/ontology/highschool> ?y .} LIMIT 100000
Q734|SELECT * WHERE { ?x <http://dbpedia.org/property/pen> ?y .} LIMIT 100000
Q735|SELECT * WHERE { ?x <http://dbpedia.org/property/gold> ?y .} LIMIT 100000
Q736|SELECT * WHERE { ?x <http://dbpedia.org/property/silver> ?y .} LIMIT 100000
Q737|SELECT * WHERE { ?x <http://dbpedia.org/property/tvannouncers> ?y .} LIMIT 100000
Q738|SELECT * WHERE { ?x <http://dbpedia.org/property/pictureFormat> ?y .} LIMIT 100000
Q739|SELECT * WHERE { ?x <http://dbpedia.org/property/games> ?y .} LIMIT 100000
Q740|SELECT * WHERE { ?x <http://dbpedia.org/property/footer> ?y .} LIMIT 100000
Q741|SELECT * WHERE { ?x <http://dbpedia.org/property/siteStadium> ?y .} LIMIT 100000
Q742|SELECT * WHERE { ?x <http://dbpedia.org/property/siteCityst> ?y .} LIMIT 100000
Q1005|SELECT * WHERE { ?x <http://dbpedia.org/ontology/militaryService> ?y .} LIMIT 100000
Q743|SELECT * WHERE { ?x <http://dbpedia.org/property/weather> ?y .} LIMIT 100000
Q744|SELECT * WHERE { ?x <http://dbpedia.org/property/debutdate> ?y .} LIMIT 100000
Q745|SELECT * WHERE { ?x <http://dbpedia.org/ontology/completionDate> ?y .} LIMIT 100000
Q746|SELECT * WHERE { ?x <http://dbpedia.org/property/abbreviation> ?y .} LIMIT 100000
Q747|SELECT * WHERE { ?x <http://dbpedia.org/property/symbol> ?y .} LIMIT 100000
Q748|SELECT * WHERE { ?x <http://dbpedia.org/ontology/relation> ?y .} LIMIT 100000
Q749|SELECT * WHERE { ?x <http://dbpedia.org/property/blank1NameSec> ?y .} LIMIT 100000
Q750|SELECT * WHERE { ?x <http://dbpedia.org/ontology/nearestCity> ?y .} LIMIT 100000
Q751|SELECT * WHERE { ?x <http://dbpedia.org/ontology/foundedBy> ?y .} LIMIT 100000
Q752|SELECT * WHERE { ?x <http://dbpedia.org/property/throws> ?y .} LIMIT 100000
Q753|SELECT * WHERE { ?x <http://dbpedia.org/property/formation> ?y .} LIMIT 100000
Q754|SELECT * WHERE { ?x <http://dbpedia.org/property/weightLbs> ?y .} LIMIT 100000
Q755|SELECT * WHERE { ?x <http://dbpedia.org/property/osGridReference> ?y .} LIMIT 100000
Q756|SELECT * WHERE { ?x <http://dbpedia.org/ontology/tenant> ?y .} LIMIT 100000
Q757|SELECT * WHERE { ?x <http://dbpedia.org/property/formerTeams> ?y .} LIMIT 100000
Q758|SELECT * WHERE { ?x <http://dbpedia.org/property/certyear> ?y .} LIMIT 100000
Q759|SELECT * WHERE { ?x <http://dbpedia.org/property/bats> ?y .} LIMIT 100000
Q760|SELECT * WHERE { ?x <http://dbpedia.org/ontology/region> ?y .} LIMIT 100000
Q761|SELECT * WHERE { ?x <http://dbpedia.org/property/visitor> ?y .} LIMIT 100000
Q762|SELECT * WHERE { ?x <http://dbpedia.org/ontology/date> ?y .} LIMIT 100000
Q763|SELECT * WHERE { ?x <http://dbpedia.org/property/formerCallsigns> ?y .} LIMIT 100000
Q764|SELECT * WHERE { ?x <http://dbpedia.org/property/extraColumn> ?y .} LIMIT 100000
Q765|SELECT * WHERE { ?x <http://dbpedia.org/ontology/numberOfTracks> ?y .} LIMIT 100000
Q766|SELECT * WHERE { ?x <http://dbpedia.org/ontology/creator> ?y .} LIMIT 100000
Q767|SELECT * WHERE { ?x <http://dbpedia.org/property/hometown> ?y .} LIMIT 100000
Q768|SELECT * WHERE { ?x <http://dbpedia.org/property/range> ?y .} LIMIT 100000
Q769|SELECT * WHERE { ?x <http://dbpedia.org/property/match> ?y .} LIMIT 100000
Q770|SELECT * WHERE { ?x <http://dbpedia.org/property/constituencyWestminster> ?y .} LIMIT 100000
Q771|SELECT * WHERE { ?x <http://dbpedia.org/property/owned> ?y .} LIMIT 100000
Q772|SELECT * WHERE { ?x <http://dbpedia.org/property/principal> ?y .} LIMIT 100000
Q773|SELECT * WHERE { ?x <http://dbpedia.org/ontology/buildingEndDate> ?y .} LIMIT 100000
Q774|SELECT * WHERE { ?x <http://dbpedia.org/property/timezone1Dst> ?y .} LIMIT 100000
Q775|SELECT * WHERE { ?x <http://dbpedia.org/property/postcode> ?y .} LIMIT 100000
Q776|SELECT * WHERE { ?x <http://dbpedia.org/property/reign> ?y .} LIMIT 100000
Q777|SELECT * WHERE { ?x <http://dbpedia.org/property/unitName> ?y .} LIMIT 100000
Q778|SELECT * WHERE { ?x <http://dbpedia.org/ontology/causalties> ?y .} LIMIT 100000
Q779|SELECT * WHERE { ?x <http://dbpedia.org/property/bestBowling> ?y .} LIMIT 100000
Q780|SELECT * WHERE { ?x <http://dbpedia.org/ontology/formerBandMember> ?y .} LIMIT 100000
Q781|SELECT * WHERE { ?x <http://dbpedia.org/property/week> ?y .} LIMIT 100000
Q782|SELECT * WHERE { ?x <http://dbpedia.org/property/debutteam> ?y .} LIMIT 100000
Q783|SELECT * WHERE { ?x <http://dbpedia.org/property/structure> ?y .} LIMIT 100000
Q784|SELECT * WHERE { ?x <http://dbpedia.org/property/debutyear> ?y .} LIMIT 100000
Q785|SELECT * WHERE { ?x <http://dbpedia.org/property/utcOffset1Dst> ?y .} LIMIT 100000
Q786|SELECT * WHERE { ?x <http://dbpedia.org/property/confRecord> ?y .} LIMIT 100000
Q787|SELECT * WHERE { ?x <http://dbpedia.org/property/v> ?y .} LIMIT 100000
Q788|SELECT * WHERE { ?x <http://dbpedia.org/ontology/populationAsOf> ?y .} LIMIT 100000
Q789|SELECT * WHERE { ?x <http://dbpedia.org/property/stat1label> ?y .} LIMIT 100000
Q790|SELECT * WHERE { ?x <http://dbpedia.org/property/champions> ?y .} LIMIT 100000
Q791|SELECT * WHERE { ?x <http://dbpedia.org/ontology/railwayPlatforms> ?y .} LIMIT 100000
Q792|SELECT * WHERE { ?x <http://dbpedia.org/property/shortConf> ?y .} LIMIT 100000
Q793|SELECT * WHERE { ?x <http://dbpedia.org/property/100s/50s> ?y .} LIMIT 100000
Q794|SELECT * WHERE { ?x <http://dbpedia.org/property/prev> ?y .} LIMIT 100000
Q795|SELECT * WHERE { ?x <http://dbpedia.org/ontology/result> ?y .} LIMIT 100000
Q796|SELECT * WHERE { ?x <http://dbpedia.org/ontology/owningOrganisation> ?y .} LIMIT 100000
Q797|SELECT * WHERE { ?x <http://dbpedia.org/ontology/programmeFormat> ?y .} LIMIT 100000
Q798|SELECT * WHERE { ?x <http://dbpedia.org/property/school> ?y .} LIMIT 100000
Q799|SELECT * WHERE { ?x <http://dbpedia.org/property/stat1value> ?y .} LIMIT 100000
Q800|SELECT * WHERE { ?x <http://dbpedia.org/property/stat2label> ?y .} LIMIT 100000
Q801|SELECT * WHERE { ?x <http://dbpedia.org/ontology/debutTeam> ?y .} LIMIT 100000
Q802|SELECT * WHERE { ?x <http://dbpedia.org/property/oclc> ?y .} LIMIT 100000
Q803|SELECT * WHERE { ?x <http://dbpedia.org/property/stat3label> ?y .} LIMIT 100000
Q804|SELECT * WHERE { ?x <http://dbpedia.org/property/production> ?y .} LIMIT 100000
Q805|SELECT * WHERE { ?x <http://dbpedia.org/property/shipBuilder> ?y .} LIMIT 100000
Q806|SELECT * WHERE { ?x <http://dbpedia.org/ontology/militaryUnit> ?y .} LIMIT 100000
Q807|SELECT * WHERE { ?x <http://dbpedia.org/ontology/leaderFunction> ?y .} LIMIT 100000
Q808|SELECT * WHERE { ?x <http://dbpedia.org/property/surface> ?y .} LIMIT 100000
Q809|SELECT * WHERE { ?x <http://dbpedia.org/ontology/company> ?y .} LIMIT 100000
Q810|SELECT * WHERE { ?x <http://dbpedia.org/property/budget> ?y .} LIMIT 100000
Q811|SELECT * WHERE { ?x <http://dbpedia.org/property/stat2value> ?y .} LIMIT 100000
Q812|SELECT * WHERE { ?x <http://dbpedia.org/ontology/governmentType> ?y .} LIMIT 100000
Q813|SELECT * WHERE { ?x <http://dbpedia.org/property/runsTeam1Inns> ?y .} LIMIT 100000
Q814|SELECT * WHERE { ?x <http://dbpedia.org/property/debutleague> ?y .} LIMIT 100000
Q815|SELECT * WHERE { ?x <http://dbpedia.org/property/stat3value> ?y .} LIMIT 100000
Q816|SELECT * WHERE { ?x <http://dbpedia.org/ontology/ideology> ?y .} LIMIT 100000
Q817|SELECT * WHERE { ?x <http://dbpedia.org/property/ref> ?y .} LIMIT 100000
Q818|SELECT * WHERE { ?x <http://dbpedia.org/property/startyear> ?y .} LIMIT 100000
Q819|SELECT * WHERE { ?x <http://dbpedia.org/property/dist> ?y .} LIMIT 100000
Q820|SELECT * WHERE { ?x <http://dbpedia.org/property/goalie> ?y .} LIMIT 100000
Q821|SELECT * WHERE { ?x <http://dbpedia.org/property/leagueResult> ?y .} LIMIT 100000
Q822|SELECT * WHERE { ?x <http://dbpedia.org/property/otherparty> ?y .} LIMIT 100000
Q823|SELECT * WHERE { ?x <http://dbpedia.org/property/statleague> ?y .} LIMIT 100000
Q824|SELECT * WHERE { ?x <http://dbpedia.org/property/family> ?y .} LIMIT 100000
Q825|SELECT * WHERE { ?x <http://dbpedia.org/ontology/related> ?y .} LIMIT 100000
Q826|SELECT * WHERE { ?x <http://dbpedia.org/ontology/series> ?y .} LIMIT 100000
Q827|SELECT * WHERE { ?x <http://dbpedia.org/property/wicketsTeam1Inns> ?y .} LIMIT 100000
Q828|SELECT * WHERE { ?x <http://dbpedia.org/ontology/spokenIn> ?y .} LIMIT 100000
Q829|SELECT * WHERE { ?x <http://dbpedia.org/property/builder> ?y .} LIMIT 100000
Q830|SELECT * WHERE { ?x <http://dbpedia.org/ontology/populationPlace> ?y .} LIMIT 100000
Q831|SELECT * WHERE { ?x <http://dbpedia.org/property/category> ?y .} LIMIT 100000
Q832|SELECT * WHERE { ?x <http://dbpedia.org/ontology/broadcastArea> ?y .} LIMIT 100000
Q833|SELECT * WHERE { ?x <http://dbpedia.org/property/seatType> ?y .} LIMIT 100000
Q834|SELECT * WHERE { ?x <http://dbpedia.org/property/endyear> ?y .} LIMIT 100000
Q835|SELECT * WHERE { ?x <http://dbpedia.org/property/directionA> ?y .} LIMIT 100000
Q836|SELECT * WHERE { ?x <http://dbpedia.org/property/imageCoatOfArms> ?y .} LIMIT 100000
Q837|SELECT * WHERE { ?x <http://dbpedia.org/property/stats> ?y .} LIMIT 100000
Q838|SELECT * WHERE { ?x <http://dbpedia.org/property/directionB> ?y .} LIMIT 100000
Q839|SELECT * WHERE { ?x <http://dbpedia.org/property/electorate> ?y .} LIMIT 100000
Q840|SELECT * WHERE { ?x <http://dbpedia.org/property/formerNames> ?y .} LIMIT 100000
Q841|SELECT * WHERE { ?x <http://dbpedia.org/property/branding> ?y .} LIMIT 100000
Q842|SELECT * WHERE { ?x <http://dbpedia.org/ontology/bandMember> ?y .} LIMIT 100000
Q843|SELECT * WHERE { ?x <http://dbpedia.org/property/beforeParty> ?y .} LIMIT 100000
Q844|SELECT * WHERE { ?x <http://dbpedia.org/property/afterParty> ?y .} LIMIT 100000
Q845|SELECT * WHERE { ?x <http://dbpedia.org/property/period> ?y .} LIMIT 100000
Q846|SELECT * WHERE { ?x <http://dbpedia.org/property/blank1InfoSec> ?y .} LIMIT 100000
Q847|SELECT * WHERE { ?x <http://dbpedia.org/property/relations> ?y .} LIMIT 100000
Q848|SELECT * WHERE { ?x <http://dbpedia.org/property/staticImageCaption> ?y .} LIMIT 100000
Q849|SELECT * WHERE { ?x <http://dbpedia.org/ontology/width> ?y .} LIMIT 100000
Q850|SELECT * WHERE { ?x <http://dbpedia.org/ontology/routeTypeAbbreviation> ?y .} LIMIT 100000
